"Visit name";"Form name";"Form number";"Field number";"Exported field type";"Original field type";"Variable name";"Field label";"Optiongroup name";"Field required";"Field min";"Field max";"Field units";"Field info";"Calculation/summary template";"Field hidden";"Dependency parent name";"Field dependency operator";"Field dependency value"
Baseline;"Blood sample";13;1.13.6;radio;radio;V1_Blood_E1;"E1 (Kattenroos)";PhadiatopRes;1;;;;;;0;Result;==;1
Baseline;"Blood sample";13;1.13.6.1;numeric;numeric;V1_Blood_E1Conc;"E1: Concentratie";;1;;;kU/L;;;0;"E1 (Kattenroos)";==;1
Baseline;"Blood sample";13;1.13.6.2;numeric;numeric;V1_Blood_E1Class;"E1: Klasse";;1;;;;;;0;"E1 (Kattenroos)";==;1
Baseline;"Blood sample";13;1.13.7;radio;radio;V1_Blood_E5;"E5 (Hondenroos)";PhadiatopRes;1;;;;;;0;Result;==;1
Baseline;"Blood sample";13;1.13.7.1;numeric;numeric;V1_Blood_E5Conc;"E5: Concentratie";;1;;;kU/L;;;0;"E5 (Hondenroos)";==;1
Baseline;"Blood sample";13;1.13.7.2;numeric;numeric;V1_Blood_E5Class;"E5: Klasse";;1;;;;;;0;"E5 (Hondenroos)";==;1
Baseline;"Blood sample";13;1.13.8;textarea;textarea;V1_Blood_Overig;"Overige bepalingen";;0;;;;;;0;Result;==;1
Baseline;"Blood sample";13;1.15;numeric;numeric;V1_Blood_TotalIgE;"Total IgE: Concentration";;1;;;kU/L;;;0;"Blood test performed according to protocol";!=;0
Baseline;"Blood sample";13;1.17;radio;radio;V1_Blood_Biobank;"Blood for furthur genetic and immunologic testing stored at biobank";YesNoNA;1;;;;;;0;"Blood test performed according to protocol";!=;0
Baseline;"Microbiome faeces";14;1;datetime;datetime;V1_Stool_StCollDatT;"Datum en tijdstip ontlastingafname";;1;;;;;;0;;;
Baseline;"Microbiome faeces";14;2;string;string;V1_Stool_BiobankCode;"Codering Biobank";;1;;;;;;0;;;
Baseline;"Microbiome faeces";14;3;radio;radio;V1_Stool_StoolPerf;"Is er bij het verzamelen van het monster van het protocol afgeweken";NeeJa;1;;;;;;0;;;
Baseline;"Microbiome faeces";14;3.1;radio;radio;V1_Stool_StoolPerfNo;"Wat is niet volgens protocol verlopen";StoolPerfNo;1;;;;;;0;"Is er bij het verzamelen van het monster van het protocol afgeweken";==;1
Baseline;"Microbiome faeces";14;3.1.1;string;string;V1_Stool_StoolPerfNoSpec;"Indien anders, specificeer";;1;;;;;;0;"Wat is niet volgens protocol verlopen";==;98
Baseline;"Microbiome faeces";14;4;radio;radio;V1_Stool_BristolType;"Welke type ontlasting op de Bristol Schaal komt het meest overeen met de ontlasting die uw kind nu heeft?";BristolType;1;;;;"(zie de bijgevoegde Bristol Schaal)";;0;;;
Baseline;"Microbiome faeces";14;5;textarea;textarea;V1_Stool_Com;"Opmerkingen over de ontlastingafname";;0;;;;;;0;;;
Baseline;"Microbiome faeces";14;6;radio;radio;V1_Stool_ABX3m;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";NeeJa;1;;;;;;0;;;
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Amoxicilline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Amoxicilline/clavulaanzuur (Augmentin®, Forcid®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Azitromycine (Zithromax®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Cefaclor (Ceclor®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Cefalexine (Keforal®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Ceftibuten (Cedax®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Cefuroximaxetil (Zinnat®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Ciprofloxacine (Ciproxin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Claritromycine (Klacid®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Clindamycine (Dalacin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Cotrimoxazol (Bactrimel®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Doxycycline (Doxy®, Efracea®, Vibramycin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Erytromycine (Erythrocine®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Feneticilline (Broxil®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Fenoxymethylpenicilline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Flucloxacilline (Floxapen®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Fosfomycine (Monuril®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Fusidinezuur (Fucidin tabletten®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Levofloxacine (Tavanic®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Metronidazol (Flagyl®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Minocycline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Moxifloxacine (Avelox®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Nitrofurantoïne (Furabid®, Furadantine®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Norfloxacine;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Pipemidinezuur (Pipram®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Rifampicine (Rifadin®)";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Tetracycline;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Trimethoprim;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;"V1_Stool_ABX3mSpec#Kan ik me niet meer herinneren/weet ik niet";"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2;checkbox;checkbox;V1_Stool_ABX3mSpec#Anders;"Met welke antibioticumkuur is uw kind behandeld?";ABX3mSpec;1;;;;"(meerdere antwoorden mogelijk indien u meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.2.1;string;string;V1_Stool_ABX3mOth;"Anders, namelijk";;1;;;;;;0;"Met welke antibioticumkuur is uw kind behandeld?";==;98
Baseline;"Microbiome faeces";14;6.3;checkbox;checkbox;V1_Stool_ABX3mReas#Koorts;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.3;checkbox;checkbox;"V1_Stool_ABX3mReas#Luchtweginfectie (bv. keel- of longontsteking)";"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.3;checkbox;checkbox;"V1_Stool_ABX3mReas#Blaas- of nierbekkenontsteking";"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.3;checkbox;checkbox;V1_Stool_ABX3mReas#Darminfectie;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.3;checkbox;checkbox;V1_Stool_ABX3mReas#Huidinfectie;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.3;checkbox;checkbox;"V1_Stool_ABX3mReas#Andere reden(en)";"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";ABX3mReas;1;;;;"(meerdere antwoorden mogelijk indien uw kind meerdere antibiotica heeft gebruikt de afgelopen drie maanden)";;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;6.3.1;string;string;V1_Stool_ABX3mReasOth;"Andere reden(en), namelijk";;1;;;;;;0;"Waarvoor gebruikt(e) uw kind deze antibioticumkuur?";==;98
Baseline;"Microbiome faeces";14;6.4;radio;radio;V1_Stool_ABXLastUse;"Wanneer heeft uw kind voor het laatst antibiotica gebruikt?";ABXLastUse;1;;;;;;0;"Heeft u kind de afgelopen drie maanden een antibioticumkuur gehad (geen oogdruppels of zalf)?";==;1
Baseline;"Microbiome faeces";14;7;radio;radio;V1_Stool_GIInfect1m;"Heeft uw kind in de afgelopen maand een maag-darminfectie (buikgriep) gehad?";NeeJa;1;;;;;;0;;;
Baseline;"Microbiome faeces";14;7.1;radio;radio;V1_Stool_GIInfect1mFever;"Ging dit gepaard met koorts?";NeeJa;1;;;;;;0;"Heeft uw kind in de afgelopen maand een maag-darminfectie (buikgriep) gehad?";==;1
Baseline;"Microbiome nasopharyngeal swab";15;1;radio;radio;V1_MSN_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;;;
Baseline;"Microbiome nasopharyngeal swab";15;1.1;datetime;datetime;V1_MNS_NSDatT;"Date and time nasopharyngeal swab";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"Microbiome nasopharyngeal swab";15;1.2;radio;radio;V1_MNS_NSAmtColl;"Amount of swabs succesfully collected";NSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"Microbiome nasopharyngeal swab";15;1.3;string;string;V1_MNS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"Microbiome nasopharyngeal swab";15;1.4;radio;radio;V1_MNS_ColdPrevM;"Did participant have a cold/runny nose previous month";YesNoUnk;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"Microbiome nasopharyngeal swab";15;2;textarea;textarea;V1_MNS_Remarks;Remarks;;0;;;;;;0;;;
Baseline;"DNA buccal swab";16;1;radio;radio;V1_BS_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;;;
Baseline;"DNA buccal swab";16;1.1;datetime;datetime;V1_BS_BSDatT;"Date and time buccal swab";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"DNA buccal swab";16;1.2;radio;radio;V1_BS_BSAmtColl;"Amount of swabs succesfully collected";NSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"DNA buccal swab";16;1.3;string;string;V1_BS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"DNA buccal swab";16;2;textarea;textarea;V1_BS_Remarks;Remarks;;0;;;;;;0;;;
Baseline;"DNA nasopharyngeal swab";17;1;radio;radio;V1_DNANS_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;;;
Baseline;"DNA nasopharyngeal swab";17;1.1;datetime;datetime;V1_DNANS_DNANSDatT;"Date and time DNA nasopharyngeal swab";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"DNA nasopharyngeal swab";17;1.2;radio;radio;V1_DNANS_DNANSAmtColl;"Amount of swabs succesfully collected";RNANSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"DNA nasopharyngeal swab";17;1.3;string;string;V1_DNANS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"DNA nasopharyngeal swab";17;2;textarea;textarea;V1_DNANS_Remarks;Remarks;;0;;;;;;0;;;
Baseline;"RNA nasopharyngeal swab";18;1;radio;radio;V1_RNANS_Succeed;"Did the procedure succeed";YesNo;1;;;;;;0;;;
Baseline;"RNA nasopharyngeal swab";18;1.1;datetime;datetime;V1_RNANS_RNANSDatT;"Date and time RNA nasopharyngeal swab";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"RNA nasopharyngeal swab";18;1.2;radio;radio;V1_RNANS_RNANSAmtColl;"Amount of swabs succesfully collected";RNANSAmtColl;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"RNA nasopharyngeal swab";18;1.3;string;string;V1_RNANS_BiobankCode;"Code Biobank";;1;;;;;;0;"Did the procedure succeed";==;1
Baseline;"RNA nasopharyngeal swab";18;2;textarea;textarea;V1_RNANS_Remarks;Remarks;;0;;;;;;0;;;
3.1;"Visit & Anthropometry";19;1;date;date;V2_Visit_Dat;"Date of visit";;1;;;;;;0;;;
3.1;"Visit & Anthropometry";19;2;calculation;calculation;V2_Visit_Age;"Age at visit";;0;;;;;"var dob = moment('{V1_Demo_DOB}', 'DD-MM-YYYY');var visitdate = moment('{V2_Visit_Dat}', 'DD-MM-YYYY');var plus1d = visitdate.add(1, 'days');var age = moment.duration(plus1d.diff(dob));var years = age.years();var months = age.months();years + "" years "" + months + "" months"";";0;;;
3.1;"Visit & Anthropometry";19;3;numeric;numeric;V2_Visit_Height;Height;;1;;;cm;;;0;;;
3.1;"Visit & Anthropometry";19;4;numeric;numeric;V2_Visit_Weight;Weight;;1;;;kg;;;0;;;
3.1;"Visit & Anthropometry";19;5;numeric;numeric;V2_Visit_WfH;Weight-for-height;;1;;;SD;;;0;;;
3.1;"Visit & Anthropometry";19;6;calculation;calculation;V2_Visit_BMI;BMI;;0;;;kg/m2;;{V2_Visit_Weight}/(({V2_Visit_Height}/100)*({V2_Visit_Height}/100));0;;;
3.1;"Visit & Anthropometry";19;7;radio;radio;V2_appointment;"Which of the following is applicable for this participant?";appointments;1;;;;;;0;"Study group";==;2
3.1;Medication;20;1;radio;radio;V2_Med_App;"Parents used mobile application for medication record";YesNoNA;1;;;;;;0;;;
3.1;Medication;20;1.1;radio;radio;V2_Med_MedUse;"Has the child taken medication since the previous visit";YesNoNA;1;;;;;;0;"Parents used mobile application for medication record";==;0
3.1;"Study-related adverse effects";21;1;radio;radio;V2_FU_AEOccur;"Did an Adverse Event occur";YesNoNA;1;;;;;;0;;;
3.1;"Study-related adverse effects";21;2;radio;radio;V2_FU_SAEOccur;"Did a Serious Adverse Event occur";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;1;radio;radio;V2_Tprep_StopCortico1m;"Did the patient stop all inhaled corticosteroid medication 1 month prior to the baseline visite";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;1.1;radio;radio;V2_Tprep_StopCortico1mSpec;"If no, specify reason";StopCortico1mSpec;1;;;;;;0;"Did the patient stop all inhaled corticosteroid medication 1 month prior to the baseline visite";==;0
3.1;"Test preparations";22;2;radio;radio;V2_TPrep_InhMedUsed;"Inhalation medication used < 3 hours before test";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;3;radio;radio;V2_TPrep_FoodUsed;"Food/beverage used <1 hour before test";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;4;radio;radio;V2_TPrep_Exercise;"Excercise <1 hour before test";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;5;radio;radio;V2_TPrep_CurrRespInf;"Current respiratory tract infection";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;6;radio;radio;V2_TPrep_ChgHousFam;"Any changes in housing situation and/or family composition";YesNoNA;1;;;;;;0;;;
3.1;"Test preparations";22;6.1;radio;radio;V2_TPrep_ChgSmoking2;"Is there second hand smoking (presence of smokers in the same room as the child)";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.2;radio;radio;V2_TPrep_ChgSmoking3;"Is there third hand smoking (contact with smokers or places where has been smoked in)";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.3;radio;radio;V2_TPrep_ChgLivEnv;"How would you describe your living environment";ChgLivEnv;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.4;radio;radio;V2_TPrep_ChgTrucksPass;"How often do trucks pass through the street where you live, on weekdays";ChgTrucksPass;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.5;radio;radio;V2_TPrep_ChgFurryPets;"Exposure  to furry pets";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.6;radio;radio;V2_TPrep_ChgDaycare;"Day-care attendance";YesNoUnchg;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.7;radio;radio;V2_TPrep_RenoHouse;"Renovation of house";YesNoNA;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;6.8;radio;radio;V2_TPrep_MoveHouse;"Moved to other house";YesNoNA;1;;;;;;0;"Any changes in housing situation and/or family composition";==;1
3.1;"Test preparations";22;7;radio;radio;V2_TPrep_ABX3m;"Use of antibiotics in previous 3 months";YesNoUnk;1;;;;;;0;;;
3.1;"Test preparations";22;7.1;string;string;V2_TPrep_ABX3mSpec;"If yes, specify what antibiotic drug";;1;;;;;;0;"Use of antibiotics in previous 3 months";==;1
3.1;"Test preparations";22;8;numeric;numeric;V2_TPrep_RoomTemp;"Room temperature";;1;;;°C;;;0;;;
3.1;"Test preparations";22;9;numeric;numeric;V2_TPrep_RoomHum;"Room humidity";;1;;;%;;;0;;;
3.1;"Test preparations";22;10;radio;radio;V2_TPrep_MouthWashed;"Mouth washed with water before test";YesNoNA;1;;;;;;0;;;
3.1;"Breath test 1 (GC-tof-MS)";23;1;radio;radio;V2_BT1_TSucc;"Test succeeded";YesNoNA;1;;;;;;0;;;
3.1;"Breath test 1 (GC-tof-MS)";23;1.1;radio;radio;V2_BT1_TSuccNo;"If no, specify reason";TSuccNo;1;;;;;;0;"Test succeeded";==;0
3.1;"Breath test 1 (GC-tof-MS)";23;1.1.1;string;string;V2_BT1_TSuccNoOth;"If other, specify";;1;;;;;;0;"If no, specify reason";==;98
3.1;"Breath test 1 (GC-tof-MS)";23;1.2;numeric;numeric;V2_BT1_CTubeNr;"Carbon tube number";;1;;;;;;0;"Test succeeded";==;1
